,Alias,AppAccountFlag,AttrStatus,ChatRoomId,City,ContactFlag,DisplayName,EncryChatRoomId,HeadImgUrl,HideInputBarFlag,IsOwner,KeyWord,MemberCount,MemberList,NickName,OwnerUin,PYInitial,PYQuanPin,Province,RemarkName,RemarkPYInitial,RemarkPYQuanPin,Sex,Signature,SnsFlag,StarFriend,Statues,Uin,UniFriend,UserName,VerifyFlag
0,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=620762117&username=@@aef903f6da51536b6165c6b59441d395e87a16ca7a29fbc68ef1b75d3e106c4b&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],上屋顶,0,SWD,shangwuding,,,,,0,,0,0,0,0,0,@@aef903f6da51536b6165c6b59441d395e87a16ca7a29fbc68ef1b75d3e106c4b,0
1,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=631137446&username=@@8f611876002e28021b595543fb629c32b565d22284907b73ed459cec6e8c0fed&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],SW3 管理闲聊群,0,SW3GLXLQ,SW3guanlixianliaoqun,,,,,0,,0,0,0,0,0,@@8f611876002e28021b595543fb629c32b565d22284907b73ed459cec6e8c0fed,0
2,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=632294095&username=@@90b7c98657f56317157f164bb12cd941d59491e83898dbbc7d67259f8eb6b5d8&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],家庭群,0,JTQ,jiatingqun,,,,,0,,0,0,1,0,0,@@90b7c98657f56317157f164bb12cd941d59491e83898dbbc7d67259f8eb6b5d8,0
3,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=632266199&username=@@912974922d5535c352a272b3f7b18a7838e4b8af4d6c4b19e61accacd0d9206d&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],车匠人创业团队,0,CJRCYTD,chejiangrenchuangyetuandui,,,,,0,,0,0,0,0,0,@@912974922d5535c352a272b3f7b18a7838e4b8af4d6c4b19e61accacd0d9206d,0
4,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=632279432&username=@@d724ee02938326daf856d74b5e1a5637017997eef2f81c0c0c00d7a735936c50&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],十全十美,0,SQSM,shiquanshimei,,,,,0,,0,0,0,0,0,@@d724ee02938326daf856d74b5e1a5637017997eef2f81c0c0c00d7a735936c50,0
5,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=637707267&username=@@026ddcc6b2d660687b9ff465ed1b95992508d7a924ddb8ff03aaaa94d367e888&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],ES黑客星期四,0,ESHKXJS,ESheikexingjisi,,,,,0,,0,0,1,0,0,@@026ddcc6b2d660687b9ff465ed1b95992508d7a924ddb8ff03aaaa94d367e888,0
6,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=628699552&username=@@affe1712e25fd0cbe52a4be5d6f6820a9c536abf07aa82874a787c138c01fcd6&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],DA4 LT Group,0,DA4LTGROUP,DA4LTGroup,,,,,0,,0,0,1,0,0,@@affe1712e25fd0cbe52a4be5d6f6820a9c536abf07aa82874a787c138c01fcd6,0
7,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=637718372&username=@@fe52c76074e429109c1480dbe7e5a8a8fe3f3206d400612f597bb4ee56c8dfd0&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],宝小3班同学群,0,BX3BTXQ,baoxiao3bantongxuequn,,,,,0,,0,0,1,0,0,@@fe52c76074e429109c1480dbe7e5a8a8fe3f3206d400612f597bb4ee56c8dfd0,0
8,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=634792352&username=@@fc74d37e2097d993f9958e61902f3b7f354911ddb48430b6bccb9f952ffe3c45&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],第三小组,0,DSXZ,disanxiaozu,,,,,0,,0,0,1,0,0,@@fc74d37e2097d993f9958e61902f3b7f354911ddb48430b6bccb9f952ffe3c45,0
9,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647196761&username=@@536ea296ddb40d6c5452d7689b4dd940a57d5a7996bdee09ae503766fcc6fcc2&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],15级寿涌毅团队,0,15JSCYTD,15jishouchongyituandui,,,,,0,,0,0,1,0,0,@@536ea296ddb40d6c5452d7689b4dd940a57d5a7996bdee09ae503766fcc6fcc2,0
10,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647301844&username=@@c2a291bd3e9431c21d7313652dc3c240a3747ce34683900bee69e36f2bc02717&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],周末1班公众号运维组,0,ZM1BGZHYWZ,zhoumo1bangongzhonghaoyunweizu,,,,,0,,0,0,0,0,0,@@c2a291bd3e9431c21d7313652dc3c240a3747ce34683900bee69e36f2bc02717,0
11,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647339321&username=@@2971723a12dc4cd895438b3630830f87c2ff0e4ac9ee67efbd61c5ddc6e304de&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],管理案例小组,0,GLALXZ,guanlianlixiaozu,,,,,0,,0,0,0,0,0,@@2971723a12dc4cd895438b3630830f87c2ff0e4ac9ee67efbd61c5ddc6e304de,0
12,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647322602&username=@@d63bc9ec748a4172fe23cbbe35f7ede71f5090bd034880fccdcd83c4ac1f2bdf&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],15MBA周末一班班委,0,15MBAZMYBBW,15MBAzhoumoyibanbanwei,,,,,0,,0,0,0,0,0,@@d63bc9ec748a4172fe23cbbe35f7ede71f5090bd034880fccdcd83c4ac1f2bdf,0
13,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=662770432&username=@@db4dadef8ef6b124df990a416e4e262a36c1a0d14b46d9d1ef513617157080fc&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],绿包群,0,LBQ,lubaoqun,,,,,0,,0,0,1,0,0,@@db4dadef8ef6b124df990a416e4e262a36c1a0d14b46d9d1ef513617157080fc,0
14,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=662776381&username=@@c6310f8456b7f281ac4d97898f28903da5c5fa1ec2aa9666015fabfa081d4e4d&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],诺西工行ETC卡办理,0,NXGXETCKBL,nuoxigongxingETCkabanli,,,,,0,,0,0,0,0,0,@@c6310f8456b7f281ac4d97898f28903da5c5fa1ec2aa9666015fabfa081d4e4d,0
15,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=662778331&username=@@f45d55c8ec63459ad3885f1ca079a7be49fa998057d96c2d06d2511154cc0848&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],CS DevOps,0,CSDEVOPS,CSDevOps,,,,,0,,0,0,1,0,0,@@f45d55c8ec63459ad3885f1ca079a7be49fa998057d96c2d06d2511154cc0848,0
16,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647355367&username=@@972c795645a5efb7f6f9c5f33502cf9d587fc5fd184990b97a6619f91b17afce&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],量化投资讨论组,0,LHTZTLZ,lianghuatouzitaolunzu,,,,,0,,0,0,1,0,0,@@972c795645a5efb7f6f9c5f33502cf9d587fc5fd184990b97a6619f91b17afce,0
17,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=644704787&username=@@877be875c7178249350a25676a706a9d9656e28112bfe43e37a956b60706197d&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],SW3 LT,0,SW3LT,SW3LT,,,,,0,,0,0,0,0,0,@@877be875c7178249350a25676a706a9d9656e28112bfe43e37a956b60706197d,0
18,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663120180&username=@@3a42c06b41c3866a0cd3ddcd87e283971b7d7dc29cfa4254a32e19f8f14620c8&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],浙大人在诺记??,0,ZDRZNJSPANCLASSEMOJIEMOJI2764SPAN?,zhedarenzainuojispanclassemojiemoji2764span?,,,,,0,,0,0,0,0,0,@@3a42c06b41c3866a0cd3ddcd87e283971b7d7dc29cfa4254a32e19f8f14620c8,0
19,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647373465&username=@@deda4e3160267097f2aa5069c154c0e4517754a24893c10a831ce4b39d311be0&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],资本市场前沿讲座群,0,ZBSCQYJZQ,zibenshichangqianyanjiangzuoqun,,,,,0,,0,0,0,0,0,@@deda4e3160267097f2aa5069c154c0e4517754a24893c10a831ce4b39d311be0,0
20,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663049838&username=@@5262a1648c36c3dc7daf16de22ccd4edb20bfd877575450290c9b51fe5082b47&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],ZJU MBA2015 reading club,0,ZJUMBA2015READINGCLUB,ZJUMBA2015readingclub,,,,,0,,0,0,1,0,0,@@5262a1648c36c3dc7daf16de22ccd4edb20bfd877575450290c9b51fe5082b47,0
21,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663208460&username=@@22bcdc9018ca8da4087f936f49fb9d44a590b003cca49384baf6f71e1c6c31ab&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],826布置教室,0,826BZJS,826buzhijiaoshi,,,,,0,,0,0,1,0,0,@@22bcdc9018ca8da4087f936f49fb9d44a590b003cca49384baf6f71e1c6c31ab,0
22,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663236616&username=@@f9cb5b5218e94ed856341219a871747d4d5f5b77259769e046b09cf532599d53&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],财务分析5B 京东,0,CWFX5BJD,caiwufenxi5Bjingdong,,,,,0,,0,0,0,0,0,@@f9cb5b5218e94ed856341219a871747d4d5f5b77259769e046b09cf532599d53,0
23,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=621270344&username=@@3068f4473f0f83178eb60a02ac49f81a84740a5f26d1658d23e457df85e5650e&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],俞氏八姐弟大家庭群,0,YSBJDDJTQ,yushibajiedidajiatingqun,,,,,0,,0,0,1,0,0,@@3068f4473f0f83178eb60a02ac49f81a84740a5f26d1658d23e457df85e5650e,0
24,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=662775479&username=@@13d62bbb56c1ce7e1f9f979b5448855ba28cced6296fc6305d8c042dfc1a25a1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],保小3班小伙伴,0,BX3BXHB,baoxiao3banxiaohuoban,,,,,0,,0,0,1,0,0,@@13d62bbb56c1ce7e1f9f979b5448855ba28cced6296fc6305d8c042dfc1a25a1,0
25,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663249474&username=@@a8d6349b2af4b4e479d5a068d48494d7bf7ba656c1507552db38c757ababf53f&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],千岛湖度假,0,QDHDJ,qiandaohudujia,,,,,0,,0,0,1,0,0,@@a8d6349b2af4b4e479d5a068d48494d7bf7ba656c1507552db38c757ababf53f,0
26,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=634820270&username=@@9193ad46642e5ee1334c60650ae700cca2b45274f758a69e4c823a65c2734c04&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],家庭群,0,JTQ,jiatingqun,,,,,0,,0,0,0,0,0,@@9193ad46642e5ee1334c60650ae700cca2b45274f758a69e4c823a65c2734c04,0
27,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663282525&username=@@6f517da7bf7fb1e38072627bfadf26d3808fc19eb80ed4e03f0582be614fff40&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],万物互联,0,WWHL,wanwuhulian,,,,,0,,0,0,0,0,0,@@6f517da7bf7fb1e38072627bfadf26d3808fc19eb80ed4e03f0582be614fff40,0
28,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663296396&username=@@a4c417bc75da5d44ca97441e38b68b08a78e92ab85b6ab097c4d7b6d2989691a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],97届高三5班,0,97JGS5B,97jiegaosan5ban,,,,,0,,0,0,0,0,0,@@a4c417bc75da5d44ca97441e38b68b08a78e92ab85b6ab097c4d7b6d2989691a,0
29,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663306821&username=@@6b334dfedb6f91da3d134a3103f5a880a8b6c09b6f7d111cd0787660c9750554&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],11.19 Nokia JUC,0,1119NOKIAJUC,1119NokiaJUC,,,,,0,,0,0,1,0,0,@@6b334dfedb6f91da3d134a3103f5a880a8b6c09b6f7d111cd0787660c9750554,0
30,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=628690916&username=@@a0dc579fc4516b17ec39606ce3df4a789c657f719937533c4628236d3e82d998&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],何家群,0,HJQ,hejiaqun,,,,,0,,0,0,1,0,0,@@a0dc579fc4516b17ec39606ce3df4a789c657f719937533c4628236d3e82d998,0
31,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663156464&username=@@fd8104d9dea3adbeefd4080aef06200313410f03c8ce2bcec2917aacb109a50c&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],跨文化管理,0,KWHGL,kuawenhuaguanli,,,,,0,,0,0,0,0,0,@@fd8104d9dea3adbeefd4080aef06200313410f03c8ce2bcec2917aacb109a50c,0
32,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=676621082&username=@@8e0e1c1c872a177abbb3d0dea74c2adfa340083af41c16aa7e256878c554ef2f&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],民生办境外卡,0,MSBJWK,minshengbanjingwaika,,,,,0,,0,0,0,0,0,@@8e0e1c1c872a177abbb3d0dea74c2adfa340083af41c16aa7e256878c554ef2f,0
33,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=676638576&username=@@b1c216246f5bbcc81ca0b9143f8e51c9958f2331321f6e1121253e0341fba947&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],家庭联谊群,0,JTLYQ,jiatinglianyiqun,,,,,0,,0,0,0,0,0,@@b1c216246f5bbcc81ca0b9143f8e51c9958f2331321f6e1121253e0341fba947,0
34,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=676640574&username=@@03b8f86cd6910c3753dfe4db7100b82fadbcf6870a89908d5881b8ff5fabe486&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],领导力与组织行为讨论小组,0,LDLYZZXWTLXZ,lingdaoliyuzuzhixingweitaolunxiaozu,,,,,0,,0,0,0,0,0,@@03b8f86cd6910c3753dfe4db7100b82fadbcf6870a89908d5881b8ff5fabe486,0
35,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=676656813&username=@@05b9271d09b7db27a90ef1dfc0ef06acc870ec892612a15f51699548c3fd9f8d&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],机器学习平台,0,JQXXPT,jiqixuexipingtai,,,,,0,,0,0,1,0,0,@@05b9271d09b7db27a90ef1dfc0ef06acc870ec892612a15f51699548c3fd9f8d,0
36,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=678734907&username=@@51207b5ab5019ea39f20ce474c90fda08d18a21ce6d5a64778e18c32d6080e3e&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],CDC guild LT,0,CDCGUILDLT,CDCguildLT,,,,,0,,0,0,1,0,0,@@51207b5ab5019ea39f20ce474c90fda08d18a21ce6d5a64778e18c32d6080e3e,0
37,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663143223&username=@@6f4b612fc976c910d5f5bb58287a610b363ffb02303758c808848ab2644e034a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],蒲公英嘉年华 东方郡群,0,PGYJNHDFJQ,pugongyingjianianhuadongfangjunqun,,,,,0,,0,0,0,0,0,@@6f4b612fc976c910d5f5bb58287a610b363ffb02303758c808848ab2644e034a,0
38,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663329712&username=@@b9d86d335e24fc74b5839d013da738905cbd31f6afa632946a6a91ba43e61e7a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],natureiot运营,0,NATUREIOTYY,natureiotyunying,,,,,0,,0,0,1,0,0,@@b9d86d335e24fc74b5839d013da738905cbd31f6afa632946a6a91ba43e61e7a,0
39,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=680873353&username=@@8606d9633d30c68c2005f2694cdf7a6f2d549a7acb87a4ad17d494e13bd3b1c1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],不一般的一班 创造非凡 创投群,0,BYBDYBCZFFCTQ,buyibandeyibanchuangzaofeifanchuangtouqun,,,,,0,,0,0,0,0,0,@@8606d9633d30c68c2005f2694cdf7a6f2d549a7acb87a4ad17d494e13bd3b1c1,0
40,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=647145721&username=@@f41cbef78d0f5df53a65229e016538e44e2de1c8c023a5c1d1f44a9bc399bdbd&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],计师97,0,JS97,jishi97,,,,,0,,0,0,0,0,0,@@f41cbef78d0f5df53a65229e016538e44e2de1c8c023a5c1d1f44a9bc399bdbd,0
41,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=680879304&username=@@bd2de85304c9684ef233b1ff5031eebef66c5df76dfcdd657281220d523074c2&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],诺基亚技术嘉年华筹办2018,0,NJYJSJNHCB2018,nuojiyajishujianianhuachouban2018,,,,,0,,0,0,0,0,0,@@bd2de85304c9684ef233b1ff5031eebef66c5df76dfcdd657281220d523074c2,0
42,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=680913455&username=@@f465facff3e79d333702dc137001601e6addb892e8b9a94d70c48eccda688dd9&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],2018 outing,0,2018OUTING,2018outing,,,,,0,,0,0,0,0,0,@@f465facff3e79d333702dc137001601e6addb892e8b9a94d70c48eccda688dd9,0
43,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=680972380&username=@@b113e21d520071100eab6b66c9e7df87a3a5d2f93de1e5d3bf463aabd19896c5&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],labot,0,LABOT,labot,,,,,0,,0,0,1,0,0,@@b113e21d520071100eab6b66c9e7df87a3a5d2f93de1e5d3bf463aabd19896c5,0
44,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=663278815&username=@@29537bcc4bdb16ca2b465d1f559e555251f77f9a8a67fb9c5d056e53eeb75c06&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],2017管院龙舟活动,0,2017GYLZHD,2017guanyuanlongzhouhuodong,,,,,0,,0,0,0,0,0,@@29537bcc4bdb16ca2b465d1f559e555251f77f9a8a67fb9c5d056e53eeb75c06,0
45,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=640575959&username=@@d8c632dad8274efb5351d3b83109c7bc2bdb77931ce32ca3c47fbd53fe3502f2&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],跨国上市公司报表,0,KGSSGSBB,kuaguoshangshigongsibaobiao,,,,,0,,0,0,0,0,0,@@d8c632dad8274efb5351d3b83109c7bc2bdb77931ce32ca3c47fbd53fe3502f2,0
46,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=681005433&username=@@133c6f845cb3f9d219a396c78c6e6fb39729ec0541ceffbddfbb2b2a83da9e21&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],JUC 讲师群,0,JUCJSQ,JUCjiangshiqun,,,,,0,,0,0,0,0,0,@@133c6f845cb3f9d219a396c78c6e6fb39729ec0541ceffbddfbb2b2a83da9e21,0
47,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=681034966&username=@@047dd168d9ecde8cbb3e198b6bca221da12dcdabd51498b2528851b98a361a2d&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],浙大MBA股票核心高手交流群,0,ZDMBAGPHXGSJLQ,zhedaMBAgupiaohexingaoshoujiaoliuqun,,,,,0,,0,0,0,0,0,@@047dd168d9ecde8cbb3e198b6bca221da12dcdabd51498b2528851b98a361a2d,0
48,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=681063615&username=@@662b36bb643cc93da4b19de7ec4ec35408d69f85d83f633bc0445e2724af7644&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,1,,0,[],努力工作群 topgear,0,NLGZQTOPGEAR,nuligongzuoquntopgear,,,,,0,,0,0,0,0,0,@@662b36bb643cc93da4b19de7ec4ec35408d69f85d83f633bc0445e2724af7644,0
49,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgetheadimg?seq=681069444&username=@@d8dd06f3011bcca266767858ba381b9ad50b7acf0afd33dd464b30d22d56ce4c&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,,0,[],江南沙画群,0,JNSHQ,jiangnashahuaqun,,,,,0,,0,0,0,0,0,@@d8dd06f3011bcca266767858ba381b9ad50b7acf0afd33dd464b30d22d56ce4c,0
